question,result_text,result_math
Bir gölette 320 ördek var.  İlk gece bunların 1/4'ü bir tilki tarafından yenir.  İkinci gece kalan ördeklerin 1/6'sı uçup gidiyor ve üçüncü gece yüzde 30'u çalınıyor.  Üç gecenin sonunda geriye kaç ördek kalır?,"İlk gece 320 ördeğin 1/4'ü yenir: 80 ördek, kalan 240. İkinci gece kalanın 1/6'sı uçar: 40 ördek, kalan 200. Üçüncü gece %30'u çalınır: 60 ördek, kalan 140.",140.0
"Barry, Thomas ve Emmanuel 200 jelibondan oluşan bir kavanozu paylaşacaklardır. Thomas %10'unu alırsa ve Barry ve Emmanuel kalanı sırasıyla 4:5 oranında paylaşırlarsa, Emmanuel kaç tane jelibon alır?",Thomas %10'unu alır: 200'ün %10'u 20'dir. Kalan 180 jelibon Barry ve Emmanuel arasında 4:5 oranında paylaşılır. Toplam oran 4+5=9'dur. Emmanuel'in payı (5/9)*180 = 100'dür.,100.0
Cassidy yeni çıkan bilimkurgu filmlerinin afişlerini topluyor. Bu yazdan sonra koleksiyonuna altı poster daha ekleyecek ve iki yıl önce 14 posteri olan koleksiyonunu iki katına çıkaracak. Şu anda kaç posteri var?,"İki yıl önce 14 posteri vardı. Bu yaz sonunda koleksiyonu iki katına çıkacak, yani 28 poster olacak. Bu yaz 6 poster ekleyeceği için şu anda 28 - 6 = 22 posteri var.",22.0
Bir elma ağacı 20 sepeti doldurabilir. Her sepet 15 elma ile doldurulabilir. On ağaçtan kaç elma elde edebilirsiniz?,"Bir ağaç 20 sepet doldurur, her sepet 15 elma alır, bu nedenle bir ağaçtan 20 × 15 = 300 elma elde edilir. On ağaçtan ise 10 × 300 = 3000 elma elde edilir.",3000.0
"John kapı kapı dolaşan bir satıcı.  Günde 50 evi ziyaret ediyor.  20'si ondan bir şey satın alıyor.  Bir şey satın alanların yarısı 50 dolarlık bir bıçak seti, diğer yarısı ise 150 dolarlık bir bıçak seti alıyor.  Haftada 5 gün çalıştığında haftada ne kadar satış yapar?","Günde 20 müşterinin yarısı 50$, yarısı 150$ ödüyor. Günde 10*50$'lık satış: 10×50=500$, 150$'lık satış: 10×150=1500$, günlük toplam 2000$. Haftada 5 gün çalıştığı için 5×2000=10000$.",10000.0
"Bir sepette 10 yumurta varsa ve ikinci bir sepette bunun iki katı yumurta varsa, her iki sepette toplam kaç yumurta vardır?","İlk sepette 10 yumurta var. İkinci sepette bunun iki katı, yani 20 yumurta var. Toplamda 10 + 20 = 30 yumurta eder.",30.0
"Mikaela özel ders vererek saatte 10 dolar kazanıyor. İlk ay 35 saat, ikinci ay ise ilk aydan 5 saat daha fazla özel ders verdi. Toplam kazancının 4/5'ini kişisel ihtiyaçları için harcadı ve paranın geri kalanını biriktirdi. Ne kadar tasarruf etti?","İlk ay 35 saat, ikinci ay 35+5=40 saat, toplam 75 saat. Saatte 10 dolar kazandığı için toplam kazanç 75×10=750 dolar. Kazancının 4/5'ini harcadığında kalan 1/5'i biriktirir: 750×(1/5)=150 dolar.",150.0
İki spor koçu birlikte alışverişe çıktılar. Beyzbol koçu tanesi 3 dolara 9 yeni beyzbol topu aldı. Basketbol koçu ise tanesi 14 dolara 8 yeni basketbol topu aldı. Basketbol koçu beyzbol koçundan ne kadar daha fazla harcamıştır?,"Beyzbol koçu 9 top×3 dolar=27 dolar, basketbol koçu 8 top×14 dolar=112 dolar harcamıştır. Fark: 112-27=85 dolar.",85.0
"Jacob günde 1800 kaloriden daha az yemeye çalışıyor. Kahvaltıda 400 kalori, öğle yemeğinde 900 kalori ve akşam yemeğinde 1100 kalori yerse, planladığından kaç kalori daha fazla yemiş olur?","Jacob'ın günlük kalori hedefi 1800 kaloridir. Kahvaltı, öğle ve akşam yemeğinde toplam 400 + 900 + 1100 = 2400 kalori yemiştir. Planladığından ne kadar fazla yediğini bulmak için hedef kaloriyi toplam kaloriden çıkarırız: 2400 - 1800 = 600 kalori fazla yemiştir.",600.0
Jerry 5 yıl öncesine göre iki kat daha yaşlı. Jerry 3 yıl sonra kaç yaşında olacak?,"Jerry'nin şu anki yaşına x diyelim. 5 yıl önceki yaşı x-5 olur. Soruda 'Jerry 5 yıl öncesine göre iki kat daha yaşlı' ifadesi, şu anki yaşının 5 yıl önceki yaşının iki katı olduğu anlamına gelir. Yani x = 2(x-5). Bu denklemi çözelim: x = 2x - 10, 10 = x. Jerry şu an 10 yaşında. 3 yıl sonra 10 + 3 = 13 yaşında olacak.",13.0
"Barbeck'in Steve'den iki kat fazla gitarı var, ama Davey'nin Barbeck'ten üç kat fazla gitarı var. Eğer toplam 27 gitar varsa, Davey'nin kaç gitarı vardır?","Steve'in gitar sayısına x diyelim. Barbeck'in Steve'den iki katı var, yani Barbeck = 2x. Davey'nin Barbeck'ten üç katı var, yani Davey = 3 * (2x) = 6x. Toplam gitar sayısı x + 2x + 6x = 9x = 27 olduğundan x = 3 bulunur. Davey'nin gitar sayısı 6 * 3 = 18'dir.",18.0
"Doubtfire kardeşler, yerel hayvan barınağından sahiplendikleri 7 yavru kediyle eve dönerken anneleri arayıp iki ev kedisinin de yavruladığını haber verir. İlk kedi Patchy'nin evlat edinilen kedi sayısının üç katı kadar yavrusu olduğunu, diğer kedi Trixie'nin ise 12 yavrusu olduğunu söyler. Doubtfire ailesinin şimdi kaç yavru kedisi var?","İlk olarak, barınaktan sahiplenilen 7 yavru kedi var. Annenin haberine göre, Patchy adlı kedinin yavru sayısı sahiplenilen kedi sayısının üç katı, yani 3 × 7 = 21. Diğer kedi Trixie'nin ise 12 yavrusu var. Toplam yavru kedi sayısı: 7 (sahiplenilen) + 21 (Patchy'nin) + 12 (Trixie'nin) = 40.",40.0
"Moore'un ailesi en iyi teklifi almak için cep telefonu planlarını karşılaştırdı. T-Mobile'da aile planının ücreti ilk iki hat için aylık 50 dolar ve her bir ek hat için 16 dolar. M-Mobile'da aile planı ilk iki hat için 45$ ve her bir ek hat için 14$'dır. Moore'un ailesinin 5 cep telefonu hattı satın alması gerekiyor. M-Mobile, T-Mobile'dan ne kadar daha ucuzdur?","T-Mobile'Moore ailesi 5 hat alacak. T-Mobile: ilk 2 hat 50 $, sonraki 3 hat 16 $'dan 48 $, toplam 98 $. M-Mobile: ilk 2 hat 45 $, sonraki 3 hat 14 $'dan 42 $, toplam 87 $. Fark 98 - 87 = 11 $.",11.0
"Bir telefon fabrikası geçen yıla göre iki kat daha fazla telefon üretiyor. Geçen yılki üretim 5000 telefondu. Bu yılki üretimin dörtte biri satılırsa, fabrikada kaç telefon kalır?","Geçen yılki üretim 5000 telefon, bu yıl iki katı yani 10000 telefon üretiliyor. Bunun dörtte biri satılırsa 2500 telefon satılır, kalan 10000 - 2500 = 7500 telefon olur.",7500.0
"Andrew'un bugün 3 saatlik 2 randevusu var. Günün geri kalan 8 saatini izin başvurularını damgalayarak geçiriyor. Saatte 50 izin başvurusu damgalayabiliyorsa, bugün toplam kaç izin damgalar?","Andrew'un 2 randevusu var, her biri 3 saat, toplam 6 saat randevu. Günün kalan 8 saatini damgalama ile geçiriyor. Saatte 50 başvuru damgalayabiliyor, bu nedenle 8 saatte 8 × 50 = 400 izin damgalar.",400.0
Araba kiralama acentesi bir araba için günlük 30 dolar veya bir hafta veya daha uzun süreli bir kiralama için ilk hafta 190 dolar ücret almaktadır. Jennie 11 günlüğüne bir araba kiraladı. Kiralama için dolar cinsinden ne kadar ödemiştir?,"Jennie 11 günlük kiralama yapıyor. Firma haftalık (7 gün) 190 dolar, günlük 30 dolar ücret alıyor. 11 gün = 1 hafta (7 gün) + 4 gün. Haftalık ücret 190 dolar, ekstra 4 gün için 4×30=120 dolar, toplam 190+120=310 dolar. Tüm günleri günlük kiralamaktan (11×30=330) daha ucuz.",310.0
Fırın günde 3 parti baget ekmek üretiyor.  Her partide 48 baget var.  İlk parti çıktıktan sonra 37 tane sattı.  İkinci partiden sonra 52 sattı.  Üçüncü partiden sonra 49 sattı.  Geriye kaç tane baget kaldı?,Toplam baget sayısı: 3 parti × 48 baget = 144 baget. Satılan toplam: 37 + 52 + 49 = 138 baget. Kalan: 144 - 138 = 6 baget.,6.0
James tanesi 2 dolardan 200 loto bileti alır.  Bu biletlerin %20'si kazanıyor.  Kazananların %80'i 5 dolardır. 1 bilet 5.000 dolarlık büyük ödülü kazanıyor.  Diğer biletler ortalama 10 dolar kazanıyor.  Ne kadar kâr etti?,"James 200 bilet alır, her biri 2 dolar, toplam maliyet 400 dolar. Biletlerin %20'si kazanır, yani 40 bilet kazanır. Kazananların %80'i 5 dolar kazanır, yani 32 bilet 5 dolar kazanır (toplam 160 dolar). 1 bilet 5000 dolar büyük ödül kazanır. Geriye kalan 7 bilet ortalama 10 dolar kazanır (toplam 70 dolar). Toplam kazanç = 160 + 5000 + 70 = 5230 dolar 5230 dolar. Kâr = 5230 - 400 = 4830 dolar.",4830.0
"Lily 1989'dan beri her yıl kendisine 1 ortanca bitkisi ısmarlıyor.  Her bir bitkinin fiyatı 20,00 dolar.  2021 yılına kadar Lily ortancalara ne kadar para harcamıştır?","Lily 1989'dan 2021'e kadar her yıl bir ortanca bitkisi alıyor. 2021 dahil mi yoksa 2020'ye kadar mı? Soruda '2021 yılına kadar' ifadesi genellikle 2021 dahil değil, 2020 sonuna kadar anlamına gelir. Ancak '1989'dan beri' ifadesi 1989 dahil demektir. Yıl sayısı: 2020 - 1989 + 1 = 32 yıl (1989 dahil, 2020 dahil). Her bitki 20 dolar, toplam: 32 * 20 = 640 dolar.",640.0
"Zack'in dolabı Timothy'nin dolabının yarısı kadar. Peter'ın dolabı Zack'in dolabının 1/4'ü kadar. Eğer Peter'ın dolabı 5 inç küp ise, Timothy'nin dolabı inç küp cinsinden ne kadar büyüktür?",Peter'ın dolabı 5 inç küp ve Zack'in dolabının 1/4'ü olduğundan Zack'in dolabı 20 inç küptür. Zack'in dolabı Timothy'nin dolabının yarısı olduğundan Timothy'nin dolabı 40 inç küptür. Timothy'nin dolabı Peter'ın dolabından 40 - 5 = 35 inç küp daha büyüktür.,35.0
"Kevin, 8 dakika içinde en fazla miktarda sıcak kanat yeme dünya rekorunu elinde tutuyor. Hiç durmadan 64 kanat yiyebiliyor. Acı kanatları seven bir çocuk olan Alan, Kevin'in rekorunu kırmak istiyor.  Şu anda dakikada 5 acı kanat yiyebiliyor. Kevin'in rekorunu kırmak için dakikada kaç kanat daha yemelidir?","Kevin 8 dakikada 64 kanat yiyor, yani dakikada 8 kanat yiyor. Alan şu anda dakikada 5 kanat yiyor, bu da 8 dakikada 40 kanat eder. Rekoru kırmak için en az 65 kanat yemesi gerekiyor. 65 - 40 = 25 kanat daha yemeli. Bu 25 kanat 8 dakikaya yayıldığı için, dakikada 25/8 = 3.125 kanat daha yemelidir.",3.125
Josie 10 dönümlük çiftliğinde üzüm yetiştiriyor.  Her dönümde yılda 5 ton üzüm üretiliyor ve her ton üzümden 2 fıçı şarap elde ediliyor.  Çiftliği yılda kaç fıçı şarap üretiyor?,"10 dönümde her dönüm yılda 5 ton üzüm üretir, toplam 10 × 5 = 50 ton üzüm. Her ton üzümden 2 fıçı şarap elde edilir, toplam 50 × 2 = 100 fıçı şarap üretilir.",100.0
"Angeli'nin 90 çeşit şekeri vardı. Şekerlerin üçte biri lolipop, geri kalanı ise baston şekerdi. Daha sonra lolipopları erkek çocuklar arasında eşit olarak paylaştırdı, öyle ki her erkek çocuk 3 tane aldı. Daha sonra şeker kamışlarını kızlar arasında eşit olarak paylaştırdı, öyle ki her kız çocuk 2 tane aldı.","90 şekerin üçte biri lolipop, yani 30 lolipop. Kalan 60 baston şeker. Lolipoplar erkeklere 3'er dağıtıldığında erkek sayısı 30/3=10. Baston şekerler kızlara 2'şer dağıtıldığında kız sayısı 60/2=30. Toplam çocuk 10+30=40.",40.0
"Sanya bir yıkamada 7 banyo havlusu yıkayabilir, bu da 1 saat sürer.  Bu işi yapmak için günde sadece 2 saati var.  Eğer 98 banyo havlusu varsa, hepsini yıkamak için kaç güne ihtiyacı olacaktır?",Sanya günde 2 saat çalışabiliyor ve her yıkama 1 saat sürüp 7 havlu yıkıyor. Bu durumda günde 2 yıkama yaparak 14 havlu yıkayabilir. 98 havluyu yıkamak için 98 / 14 = 7 gün gerekir.,7.0
Silvia internetten yeni bir gitar satın almak istiyor. Gitarın tavsiye edilen perakende satış fiyatı 1000$'dır. Guitar Center'da %15 indirim fırsatı var ancak kargo ücreti 100$. Sweetwater'da ise %10 indirim ve ücretsiz kargo fırsatı var. Diğer mağazaya kıyasla daha ucuz olan mağazadan satın alarak ne kadar tasarruf edecektir?,"Guitar Center'da gitarın indirimli fiyatı 1000 - 1000*0.15 = 850$, kargo ile toplam 850 + 100 = 950$. Sweetwater'da indirimli fiyat 1000 - 1000*0.10 = 900$, kargo ücretsiz toplam 900$. Daha ucuz olan Sweetwater 900$, Guitar Center 950$ olduğundan tasarruf 950 - 900 = 50$.",50.0
"Frank ve Bill'in 42 doları vardır ve bu parayla 3 büyük pizza almışlardır. Her bir pizzanın fiyatı 11 dolardı ve Frank üç pizzanın da parasını ödedi. Frank parasının geri kalanını Bill'e verdi. Eğer Bill'in zaten 30 doları varsa, Bill'in şimdi ne kadar parası vardır?","Toplam para 42 dolar. 3 pizza alınıyor, her biri 11 dolar, toplam 33 dolar. Frank ödüyor, kalan 9 doları Bill'e veriyor. Bill'in zaten 30 doları var, 9 dolar eklenince 39 dolar oluyor.",39.0
"Tony'nin babası çamaşır makinesi konusunda çok katıdır ve aile üyelerinin bir seferde sadece toplam 50 ons giysi yıkamasına izin verilmektedir. Tony kuralları çiğnemek istemediği için giysilerini tartıyor ve bir çift çorabın 2 ons, iç çamaşırının 4 ons, gömleğin 5 ons, şortun 8 ons ve pantolonun 10 ons ağırlığında olduğunu görüyor. Tony bir çift pantolon, 2 gömlek, bir çift şort ve 3 çift çorap yıkıyor. Kuralı ihlal etmeden yıkamaya kaç çift iç çamaşırı daha ekleyebilir?","Önce mevcut eşyaların toplam ağırlığını hesaplıyoruz: pantolon 10 ons, 2 gömlek 10 ons, şort 8 ons, 3 çift çorap 6 ons, toplam 34 ons. Kalan kapasite 50 - 34 = 16 ons. Her iç çamaşırı 4 ons olduğundan, 16 / 4 = 4 çift eklenebilir.",4.0
"Carmen'in 100 doları, Samantha'nın Carmen'den 25 dolar fazlası ve Daisy'nin Samantha'dan 50 dolar fazlası vardır. Üç kızın toplam ne kadar parası vardır?","Carmen'in 100 doları var. Samantha, Carmen'den 25 dolar fazla, yani 100+25=125 dolar. Daisy, Samantha'dan 50 dolar fazla, yani 125+50=175 dolar. Toplam: 100+125+175=400 dolar.",400.0
"Teresa kalem koleksiyonu yapıyor. 14 renkli kalemi ve 35 siyah kalemi vardır. Üç küçük kardeşinin ders için kaleme ihtiyacı var ve babaları ondan tüm kalemlerini paylaşmasını, renklerine bakmaksızın her birine eşit sayıda kalem vermesini istiyor. On tanesini kendine saklayabileceğini söylüyor. Her kardeş kaç kalem alır?",Teresa'nın toplam kalemi 14 + 35 = 49'dur. Kendine 10 kalem sakladıktan sonra geriye 49 - 10 = 39 kalem kalır. Bu 39 kalem 3 kardeşe eşit paylaştırıldığında her biri 39 / 3 = 13 kalem alır.,13.0
"Tony 3 piyango bileti aldı ve her bilette aynı numaraları seçti. Her bir piyango biletindeki sayılardan 5'inin kazanan sayılar olduğunu öğrenir. Kazanan her numara 20$ değerindeyse, Tony toplamda dolar cinsinden ne kadar para kazanmıştır?","Her bilette 5 kazanan numara vardır ve her numara 20$ değerindedir, bu nedenle her bilet 5 × 20$ = 100$ kazandırır. Tony 3 bilet aldığı için toplam kazanç 3 × 100$ = 300$ = 300$ olur.",300.0
"Bir düzine elmanın fiyatı 14 dolardır ve Brian zaten kiviye 10 dolar ve muza da bunun yarısı kadar harcamıştır. Evden sadece 50$ ile çıkan ve her yöne 3,50$ metro ücreti ödemesi gereken Brian'ın alabileceği en fazla elma sayısı nedir?","Bir düzine elma 14$, yani bir elma 14/12 = 7/6 $. Brian kiviye 10$, muza bunun yarısı yani 5$ harcamış, toplam 15$. Metro ücreti gidiş-dönüş 3.5$ × 2 = 7$. Toplam harcama: 15+7=22$. Evden 50$ ile çıktığına göre elma için kalan para 50-22=28$. 28$ ile alınabilecek elma sayısı: 28 ÷ (14/12) = 28 × 12/14 = 24.",24.0
3 kutu mısır gevreği var. Bir kutuda 14 ons mısır gevreği var. Diğer kutuda ilk kutunun yarısı kadar ve üçüncü kutudan 5 ons daha az mısır gevreği vardır. Her 3 mısır gevreği kutusunda ne kadar mısır gevreği vardır?,"İlk kutu 14 ons. İkinci kutu ilk kutunun yarısı kadar, yani 14/2 = 7 ons. İkinci kutu üçüncü kutudan 5 ons daha az, yani üçüncü kutu 7 + 5 = 12 ons. Toplam: 14 + 7 + 12 = 33 ons.",33.0
